# y+ ()         
# Time          	patch           	min             	max             	average         
336             	lowerWall	2.03831023e-01	1.35381040e+00	2.50454905e-01
337             	lowerWall	2.03730651e-01	1.35379593e+00	2.50397685e-01
338             	lowerWall	2.03630591e-01	1.35378153e+00	2.50340786e-01
339             	lowerWall	2.03530839e-01	1.35376719e+00	2.50284204e-01
340             	lowerWall	2.03431393e-01	1.35375291e+00	2.50227936e-01
341             	lowerWall	2.03332250e-01	1.35373868e+00	2.50171980e-01
342             	lowerWall	2.03233407e-01	1.35372452e+00	2.50116332e-01
343             	lowerWall	2.03134862e-01	1.35371041e+00	2.50060990e-01
344             	lowerWall	2.03036612e-01	1.35369637e+00	2.50005951e-01
345             	lowerWall	2.02938653e-01	1.35368237e+00	2.49951212e-01
346             	lowerWall	2.02840982e-01	1.35366844e+00	2.49896770e-01
347             	lowerWall	2.02743599e-01	1.35365456e+00	2.49842623e-01
348             	lowerWall	2.02646500e-01	1.35364075e+00	2.49788769e-01
349             	lowerWall	2.02549683e-01	1.35362698e+00	2.49735203e-01
350             	lowerWall	2.02453145e-01	1.35361328e+00	2.49681925e-01
351             	lowerWall	2.02356883e-01	1.35359962e+00	2.49628931e-01
352             	lowerWall	2.02260897e-01	1.35358603e+00	2.49576219e-01
353             	lowerWall	2.02165182e-01	1.35357248e+00	2.49523787e-01
354             	lowerWall	2.02069738e-01	1.35355900e+00	2.49471632e-01
355             	lowerWall	2.01974563e-01	1.35354556e+00	2.49419752e-01
356             	lowerWall	2.01879654e-01	1.35353219e+00	2.49368143e-01
357             	lowerWall	2.01785010e-01	1.35351886e+00	2.49316805e-01
358             	lowerWall	2.01690628e-01	1.35350559e+00	2.49265735e-01
359             	lowerWall	2.01596505e-01	1.35349237e+00	2.49214931e-01
360             	lowerWall	2.01502639e-01	1.35347921e+00	2.49164390e-01
361             	lowerWall	2.01409029e-01	1.35346609e+00	2.49114110e-01
362             	lowerWall	2.01315671e-01	1.35345303e+00	2.49064090e-01
363             	lowerWall	2.01222563e-01	1.35344002e+00	2.49014326e-01
364             	lowerWall	2.01129702e-01	1.35342707e+00	2.48964817e-01
365             	lowerWall	2.01037088e-01	1.35341416e+00	2.48915561e-01
366             	lowerWall	2.00944719e-01	1.35340132e+00	2.48866555e-01
367             	lowerWall	2.00852592e-01	1.35338851e+00	2.48817799e-01
368             	lowerWall	2.00760707e-01	1.35337576e+00	2.48769288e-01
369             	lowerWall	2.00669063e-01	1.35336306e+00	2.48721023e-01
