# y+ ()         
# Time          	patch           	min             	max             	average         
386             	bottom	7.06918384e+01	1.16337235e+02	8.37960683e+01
387             	bottom	7.06919715e+01	1.16337253e+02	8.37961207e+01
388             	bottom	7.06921037e+01	1.16337272e+02	8.37961728e+01
389             	bottom	7.06922349e+01	1.16337291e+02	8.37962246e+01
390             	bottom	7.06923652e+01	1.16337309e+02	8.37962762e+01
391             	bottom	7.06924945e+01	1.16337328e+02	8.37963275e+01
392             	bottom	7.06926228e+01	1.16337347e+02	8.37963785e+01
393             	bottom	7.06927502e+01	1.16337365e+02	8.37964293e+01
394             	bottom	7.06928767e+01	1.16337384e+02	8.37964799e+01
395             	bottom	7.06930022e+01	1.16337402e+02	8.37965302e+01
396             	bottom	7.06931269e+01	1.16337421e+02	8.37965802e+01
397             	bottom	7.06932506e+01	1.16337439e+02	8.37966300e+01
398             	bottom	7.06933734e+01	1.16337457e+02	8.37966796e+01
399             	bottom	7.06934953e+01	1.16337476e+02	8.37967290e+01
400             	bottom	7.06936164e+01	1.16337494e+02	8.37967781e+01
401             	bottom	7.06937365e+01	1.16337512e+02	8.37968269e+01
402             	bottom	7.06938558e+01	1.16337531e+02	8.37968756e+01
403             	bottom	7.06939743e+01	1.16337549e+02	8.37969240e+01
404             	bottom	7.06940919e+01	1.16337567e+02	8.37969721e+01
405             	bottom	7.06942086e+01	1.16337585e+02	8.37970201e+01
406             	bottom	7.06943246e+01	1.16337604e+02	8.37970678e+01
