# y+ ()         
# Time          	patch           	min             	max             	average         
239             	bottom	1.48991058e+00	1.00969632e+02	6.92662870e+01
240             	bottom	1.48654816e+00	1.00969608e+02	6.92658602e+01
241             	bottom	1.48319364e+00	1.00969585e+02	6.92654344e+01
242             	bottom	1.47984663e+00	1.00969562e+02	6.92650096e+01
243             	bottom	1.47650749e+00	1.00969538e+02	6.92645858e+01
244             	bottom	1.47317582e+00	1.00969515e+02	6.92641630e+01
245             	bottom	1.46985199e+00	1.00969493e+02	6.92637413e+01
246             	bottom	1.46653559e+00	1.00969470e+02	6.92633205e+01
247             	bottom	1.46322699e+00	1.00969447e+02	6.92629007e+01
248             	bottom	1.45992580e+00	1.00969424e+02	6.92624819e+01
249             	bottom	1.45663236e+00	1.00969402e+02	6.92620641e+01
250             	bottom	1.45334629e+00	1.00969379e+02	6.92616473e+01
251             	bottom	1.45006795e+00	1.00969357e+02	6.92612315e+01
252             	bottom	1.44679694e+00	1.00969335e+02	6.92608166e+01
253             	bottom	1.44353361e+00	1.00969313e+02	6.92604027e+01
254             	bottom	1.44027758e+00	1.00969291e+02	6.92599898e+01
255             	bottom	1.43702921e+00	1.00969269e+02	6.92595779e+01
256             	bottom	1.43378810e+00	1.00969247e+02	6.92591670e+01
257             	bottom	1.43055460e+00	1.00969225e+02	6.92587570e+01
258             	bottom	1.42732834e+00	1.00969204e+02	6.92583480e+01
259             	bottom	1.42410965e+00	1.00969182e+02	6.92579400e+01
260             	bottom	1.42089817e+00	1.00969161e+02	6.92575329e+01
261             	bottom	1.41769422e+00	1.00969139e+02	6.92571268e+01
262             	bottom	1.41449744e+00	1.00969118e+02	6.92567217e+01
263             	bottom	1.41130817e+00	1.00969097e+02	6.92563175e+01
264             	bottom	1.40812603e+00	1.00969076e+02	6.92559142e+01
265             	bottom	1.40495136e+00	1.00969055e+02	6.92555120e+01
266             	bottom	1.40178379e+00	1.00969034e+02	6.92551106e+01
267             	bottom	1.39862366e+00	1.00969013e+02	6.92547103e+01
268             	bottom	1.39547059e+00	1.00968993e+02	6.92543108e+01
269             	bottom	1.39232493e+00	1.00968972e+02	6.92539124e+01
270             	bottom	1.38918630e+00	1.00968952e+02	6.92535148e+01
271             	bottom	1.38605504e+00	1.00968931e+02	6.92531182e+01
272             	bottom	1.38293077e+00	1.00968911e+02	6.92527225e+01
273             	bottom	1.37981384e+00	1.00968891e+02	6.92523278e+01
274             	bottom	1.37670388e+00	1.00968871e+02	6.92519340e+01
275             	bottom	1.37360122e+00	1.00968851e+02	6.92515412e+01
276             	bottom	1.37050549e+00	1.00968831e+02	6.92511492e+01
277             	bottom	1.36741702e+00	1.00968811e+02	6.92507582e+01
278             	bottom	1.36433546e+00	1.00968791e+02	6.92503681e+01
279             	bottom	1.36126113e+00	1.00968771e+02	6.92499789e+01
280             	bottom	1.35819367e+00	1.00968752e+02	6.92495907e+01
281             	bottom	1.35513341e+00	1.00968732e+02	6.92492033e+01
282             	bottom	1.35207999e+00	1.00968713e+02	6.92488169e+01
283             	bottom	1.34903373e+00	1.00968694e+02	6.92484314e+01
284             	bottom	1.34599428e+00	1.00968674e+02	6.92480468e+01
285             	bottom	1.34296196e+00	1.00968655e+02	6.92476631e+01
286             	bottom	1.33993641e+00	1.00968636e+02	6.92472803e+01
287             	bottom	1.33691797e+00	1.00968617e+02	6.92468984e+01
288             	bottom	1.33390626e+00	1.00968598e+02	6.92465174e+01
289             	bottom	1.33090162e+00	1.00968580e+02	6.92461373e+01
290             	bottom	1.32790369e+00	1.00968561e+02	6.92457581e+01
291             	bottom	1.32491280e+00	1.00968542e+02	6.92453798e+01
292             	bottom	1.32192858e+00	1.00968524e+02	6.92450024e+01
293             	bottom	1.31895137e+00	1.00968505e+02	6.92446259e+01
294             	bottom	1.31598080e+00	1.00968487e+02	6.92442503e+01
295             	bottom	1.31301721e+00	1.00968468e+02	6.92438755e+01
296             	bottom	1.31006023e+00	1.00968450e+02	6.92435016e+01
297             	bottom	1.30711019e+00	1.00968432e+02	6.92431287e+01
298             	bottom	1.30416673e+00	1.00968414e+02	6.92427565e+01
299             	bottom	1.30123018e+00	1.00968396e+02	6.92423853e+01
300             	bottom	1.29830019e+00	1.00968378e+02	6.92420149e+01
301             	bottom	1.29537706e+00	1.00968360e+02	6.92416455e+01
302             	bottom	1.29246047e+00	1.00968342e+02	6.92412768e+01
303             	bottom	1.28955071e+00	1.00968325e+02	6.92409091e+01
304             	bottom	1.28664745e+00	1.00968307e+02	6.92405422e+01
305             	bottom	1.28375100e+00	1.00968290e+02	6.92401762e+01
306             	bottom	1.28086101e+00	1.00968272e+02	6.92398110e+01
307             	bottom	1.27797780e+00	1.00968255e+02	6.92394467e+01
308             	bottom	1.27510103e+00	1.00968238e+02	6.92390833e+01
309             	bottom	1.27223100e+00	1.00968220e+02	6.92387207e+01
310             	bottom	1.26936738e+00	1.00968203e+02	6.92383589e+01
311             	bottom	1.26651047e+00	1.00968186e+02	6.92379981e+01
312             	bottom	1.26365994e+00	1.00968169e+02	6.92376380e+01
313             	bottom	1.26081610e+00	1.00968153e+02	6.92372788e+01
314             	bottom	1.25797859e+00	1.00968136e+02	6.92369205e+01
315             	bottom	1.25514775e+00	1.00968119e+02	6.92365630e+01
316             	bottom	1.25232322e+00	1.00968102e+02	6.92362063e+01
317             	bottom	1.24950531e+00	1.00968086e+02	6.92358505e+01
318             	bottom	1.24669369e+00	1.00968069e+02	6.92354955e+01
319             	bottom	1.24388866e+00	1.00968053e+02	6.92351414e+01
320             	bottom	1.24108989e+00	1.00968036e+02	6.92347880e+01
321             	bottom	1.23829769e+00	1.00968020e+02	6.92344356e+01
322             	bottom	1.23551171e+00	1.00968004e+02	6.92340839e+01
323             	bottom	1.23273226e+00	1.00967988e+02	6.92337331e+01
324             	bottom	1.22995901e+00	1.00967972e+02	6.92333830e+01
325             	bottom	1.22719227e+00	1.00967956e+02	6.92330339e+01
326             	bottom	1.22443170e+00	1.00967940e+02	6.92326855e+01
327             	bottom	1.22167760e+00	1.00967924e+02	6.92323379e+01
328             	bottom	1.21892964e+00	1.00967908e+02	6.92319912e+01
329             	bottom	1.21618813e+00	1.00967892e+02	6.92316453e+01
330             	bottom	1.21345273e+00	1.00967877e+02	6.92313002e+01
331             	bottom	1.21072374e+00	1.00967861e+02	6.92309559e+01
332             	bottom	1.20800084e+00	1.00967846e+02	6.92306124e+01
333             	bottom	1.20528432e+00	1.00967830e+02	6.92302697e+01
334             	bottom	1.20257386e+00	1.00967815e+02	6.92299278e+01
335             	bottom	1.19986976e+00	1.00967800e+02	6.92295868e+01
336             	bottom	1.19717169e+00	1.00967784e+02	6.92292465e+01
337             	bottom	1.19447994e+00	1.00967769e+02	6.92289070e+01
338             	bottom	1.19179419e+00	1.00967754e+02	6.92285683e+01
339             	bottom	1.18911474e+00	1.00967739e+02	6.92282305e+01
340             	bottom	1.18644126e+00	1.00967724e+02	6.92278934e+01
341             	bottom	1.18377405e+00	1.00967709e+02	6.92275571e+01
342             	bottom	1.18111279e+00	1.00967694e+02	6.92272216e+01
343             	bottom	1.17845777e+00	1.00967680e+02	6.92268869e+01
344             	bottom	1.17580866e+00	1.00967665e+02	6.92265529e+01
345             	bottom	1.17316577e+00	1.00967650e+02	6.92262198e+01
346             	bottom	1.17052876e+00	1.00967636e+02	6.92258874e+01
347             	bottom	1.16789794e+00	1.00967621e+02	6.92255558e+01
348             	bottom	1.16527299e+00	1.00967607e+02	6.92252250e+01
349             	bottom	1.16265418e+00	1.00967592e+02	6.92248950e+01
350             	bottom	1.16004122e+00	1.00967578e+02	6.92245657e+01
351             	bottom	1.15743438e+00	1.00967564e+02	6.92242372e+01
352             	bottom	1.15483335e+00	1.00967550e+02	6.92239095e+01
353             	bottom	1.15223842e+00	1.00967536e+02	6.92235826e+01
354             	bottom	1.14964927e+00	1.00967522e+02	6.92232564e+01
355             	bottom	1.14706619e+00	1.00967508e+02	6.92229310e+01
356             	bottom	1.14448887e+00	1.00967494e+02	6.92226063e+01
357             	bottom	1.14191759e+00	1.00967480e+02	6.92222824e+01
358             	bottom	1.13935204e+00	1.00967466e+02	6.92219593e+01
359             	bottom	1.13679251e+00	1.00967452e+02	6.92216369e+01
360             	bottom	1.13423868e+00	1.00967439e+02	6.92213153e+01
361             	bottom	1.13169084e+00	1.00967425e+02	6.92209944e+01
362             	bottom	1.12914867e+00	1.00967412e+02	6.92206743e+01
363             	bottom	1.12661247e+00	1.00967398e+02	6.92203549e+01
364             	bottom	1.12408191e+00	1.00967385e+02	6.92200363e+01
365             	bottom	1.12155729e+00	1.00967371e+02	6.92197185e+01
366             	bottom	1.11903829e+00	1.00967358e+02	6.92194013e+01
